성별,연령대,직업군,직업군상세,거주지 시군구 코드,근무지 시군구 코드,거주지행정동,근무지행정동,추정가구원수,추정월소득,증빙연소득,추정 연소득,2년전 추정 연소득 금액,2년내 이직후 소득 증감액,총자산평가금액(주택),순자산평가금액(주택),자가거주여부,현 거주지의 아파트여부,현 거주지의 매매가(국토부 실거래가) 또는 공시가격,차량보유(국산/수입),추정 LTV,추정DTI,신용평점,총대출건수,신용대출-총대출약정액,신용대출-총대출잔액,주택담보대출-총대출약정액,주택담보대출-총대출잔액,정책자금대출-총대출약정액,정책자금대출-총대출잔액,총 대출 상환금액 (최근 12개월),최근 12개월 신용카드소비금액,최근 12개월 체크카드소비금액,최근 12개월 일시불이용금액,최근 12개월 할부이용금액,최근 12개월 현금서비스이용금액,대출연체건수,카드연체건수,연체일수,대출연체금액,카드연체금액,Thin Filer 여부,"파산, 개인회생 신청 여부",2년내 현거주지평균실거래가,2년내 현거주지평균전세거래가,2년내 직장명이력건수
2,50,420,3,26200,26410,2620002,2641003,1,3471.0,32375.0,38538.0,30831.0,0.0,282145.0,152927.0,1,0,-99999999.0,0,0.0,5.0,651.0,3,4163.0,1939.0,0.0,0.0,0.0,0.0,362.0,7808.0,1634.0,5425.0,1552.0,2184.0,0,0,0,0.0,0.0,0,0,1.0,1.0,0
2,55,910,3,26410,26320,2641001,2632001,4,796.0,0.0,8666.0,7342.0,-1647.0,96342.0,80852.0,0,0,65991.0,0,0.0,0.0,678.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,1141.0,814.0,594.0,245.0,0,0,0,0.0,0.0,0,0,67710.0,37608.0,4
2,50,910,2,26350,26410,2635002,2641001,4,2673.0,20689.0,32349.0,31831.0,0.0,70956.0,37181.0,1,0,77507.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10356.0,2056.0,4930.0,1229.0,1948.0,0,0,0,0.0,0.0,1,0,87248.0,52550.0,0
2,25,420,2,26410,26260,2641001,2626001,4,3516.0,0.0,43699.0,49043.0,6911.0,146424.0,125107.0,1,0,121314.0,0,5.0,13.6,433.0,1,0.0,0.0,11251.0,5925.0,0.0,0.0,560.0,12863.0,3431.0,6980.0,2880.0,3473.0,0,0,0,0.0,0.0,0,0,138324.0,100070.0,1
2,30,420,5,26440,26350,2644002,2635002,4,3401.0,0.0,39981.0,31703.0,-3855.0,183201.0,104752.0,0,1,165694.0,0,0.0,11.4,0.0,1,5233.0,4538.0,0.0,0.0,0.0,0.0,873.0,14656.0,4374.0,6874.0,3317.0,664.0,0,0,0,0.0,0.0,1,0,142691.0,101541.0,1
2,40,420,3,26440,26410,2644001,2641001,2,2007.0,17989.0,24868.0,23672.0,0.0,64302.0,60703.0,0,1,71821.0,0,0.0,0.0,571.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3604.0,1373.0,2344.0,1062.0,1237.0,0,0,0,0.0,0.0,0,0,61862.0,40790.0,0
2,25,420,2,26410,26260,2641001,2626002,1,2609.0,0.0,32007.0,31675.0,0.0,29776.0,16339.0,0,1,24041.0,0,0.0,0.0,579.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.0,1143.0,2491.0,707.0,860.0,0,0,0,0.0,0.0,0,0,27516.0,15662.0,0
1,35,420,4,26410,26260,2641001,2626003,4,1151.0,0.0,12587.0,9970.0,-2467.0,32999.0,25631.0,1,1,24445.0,0,150.0,544.6,724.0,2,0.0,0.0,85332.0,68550.0,0.0,0.0,7309.0,5624.0,982.0,3220.0,1790.0,244.0,0,0,0,0.0,0.0,0,0,25174.0,13371.0,1
2,25,220,3,26260,26440,2626003,2644002,2,3068.0,0.0,33156.0,34773.0,0.0,115477.0,97013.0,0,1,141683.0,1,0.0,55.4,521.0,1,38831.0,18353.0,0.0,0.0,0.0,0.0,2512.0,6982.0,2251.0,4556.0,1334.0,1482.0,0,0,0,0.0,0.0,0,0,132468.0,72159.0,0
2,25,910,3,26350,26380,2635001,2638002,4,1576.0,0.0,17215.0,17528.0,0.0,248728.0,129103.0,1,0,300039.0,1,0.0,5.5,336.0,0,1528.0,943.0,0.0,0.0,0.0,0.0,132.0,7574.0,1138.0,2663.0,453.0,529.0,0,0,0,0.0,0.0,0,0,294773.0,217320.0,0
1,50,110,2,26320,26320,2632001,2632001,3,3535.0,31409.0,37798.0,37973.0,0.0,45229.0,19976.0,0,1,53371.0,1,0.0,3.3,0.0,1,1543.0,1265.0,0.0,0.0,0.0,0.0,203.0,7609.0,794.0,3643.0,556.0,1875.0,0,0,0,0.0,0.0,1,0,52467.0,34506.0,0
2,25,110,4,26410,26320,2641002,2632001,2,3569.0,27738.0,41635.0,50011.0,6173.0,83833.0,58950.0,1,1,70427.0,0,0.0,0.0,807.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.0,5051.0,2352.0,1650.0,2208.0,0,0,0,0.0,0.0,0,0,62061.0,37445.0,1
2,65,110,1,26320,26320,2632001,2632001,2,2492.0,0.0,27575.0,25595.0,-3305.0,80092.0,61863.0,0,0,113722.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7656.0,3204.0,4596.0,561.0,910.0,0,0,0,0.0,0.0,1,0,127734.0,94029.0,1
1,25,910,5,26230,26350,2623001,2635002,3,3139.0,22669.0,38691.0,42255.0,0.0,312487.0,265458.0,0,1,355964.0,2,0.0,1.7,504.0,1,1593.0,661.0,0.0,0.0,0.0,0.0,92.0,6542.0,4315.0,4167.0,1885.0,42.0,0,0,0,0.0,0.0,0,0,336877.0,213324.0,0
1,18,220,3,26230,26350,2623002,2635001,2,2659.0,28033.0,31182.0,-1.0,21.0,382781.0,210537.0,0,0,412437.0,0,0.0,0.0,640.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12935.0,2290.0,6208.0,4475.0,2277.0,0,0,0,0.0,0.0,0,0,418497.0,251385.0,1
1,25,110,3,26230,26230,2623003,2623001,2,2957.0,0.0,33175.0,35891.0,0.0,127347.0,-99999999.0,0,0,158033.0,0,0.0,9.7,485.0,2,6032.0,3234.0,0.0,0.0,0.0,0.0,637.0,8339.0,2801.0,2892.0,2510.0,2553.0,0,0,0,0.0,0.0,0,0,175553.0,93305.0,0
1,25,110,2,26320,26320,2632002,2632002,1,2054.0,20917.0,25612.0,27191.0,0.0,169194.0,152896.0,0,0,239645.0,2,0.0,5.7,642.0,1,2324.0,1462.0,0.0,0.0,0.0,0.0,195.0,6514.0,2722.0,3938.0,1118.0,563.0,0,0,0,0.0,0.0,0,0,267644.0,139480.0,0
1,30,220,3,26410,26260,2641003,2626002,3,3205.0,0.0,39762.0,43977.0,-1443.0,166395.0,137867.0,0,0,113875.0,0,0.0,0.0,605.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9398.0,5734.0,5764.0,1126.0,2739.0,1,1,39,1456.0,778.0,0,0,103181.0,68868.0,1
1,20,910,4,26350,26410,2635001,2641002,1,1733.0,0.0,20895.0,19581.0,0.0,45789.0,18507.0,0,0,48004.0,0,0.0,0.0,510.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902.0,1185.0,1190.0,285.0,1525.0,0,0,0,0.0,0.0,0,0,43243.0,22219.0,0
1,35,910,3,26260,26410,2626002,2641003,1,1611.0,0.0,19466.0,19337.0,589.0,150109.0,67244.0,0,1,176100.0,0,0.0,10.8,715.0,1,5218.0,2107.0,0.0,0.0,0.0,0.0,339.0,6193.0,2281.0,2283.0,992.0,344.0,0,0,0,0.0,0.0,0,0,156978.0,81709.0,1
1,50,220,1,26260,26230,2626001,2623002,1,2721.0,25707.0,33889.0,32674.0,0.0,53543.0,50799.0,1,0,53658.0,1,46.0,80.3,616.0,0,3578.0,2601.0,29546.0,24616.0,0.0,0.0,5239.0,5223.0,3387.0,1862.0,1030.0,1314.0,0,0,0,0.0,0.0,0,0,49375.0,36556.0,0
1,30,910,3,26320,26350,2632002,2635002,3,2663.0,0.0,31160.0,22530.0,0.0,89061.0,71576.0,1,0,137972.0,0,0.0,10.3,874.0,0,4052.0,3222.0,0.0,0.0,0.0,0.0,394.0,10093.0,3195.0,3436.0,1943.0,200.0,0,0,0,0.0,0.0,0,0,130507.0,84605.0,0
2,25,110,2,26410,26440,2641002,2644001,1,2977.0,0.0,36498.0,36256.0,0.0,195603.0,145672.0,1,1,142477.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8762.0,1174.0,3647.0,2065.0,1296.0,0,0,0,0.0,0.0,1,0,152210.0,110134.0,0
1,30,420,1,26440,26500,2644001,2650003,2,2378.0,28096.0,25277.0,22554.0,-4581.0,103628.0,92825.0,1,0,112393.0,1,11.0,47.8,319.0,0,0.0,0.0,18895.0,12080.0,0.0,0.0,1871.0,10074.0,3016.0,5908.0,2897.0,620.0,1,1,34,540.0,492.0,0,0,100655.0,54591.0,1
2,45,420,5,26440,26110,2644002,2611002,1,4026.0,0.0,46734.0,41074.0,4754.0,191281.0,80683.0,0,1,224765.0,1,0.0,0.0,414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13186.0,3430.0,5463.0,1316.0,610.0,0,0,0,0.0,0.0,0,0,-99999999.0,151699.0,2
1,35,910,2,26350,26170,2635001,2617001,3,2904.0,0.0,33411.0,32738.0,0.0,215251.0,175765.0,1,0,235881.0,0,12.0,87.4,922.0,3,0.0,0.0,37989.0,29201.0,0.0,0.0,2476.0,13730.0,2099.0,8719.0,2051.0,1486.0,0,0,0,0.0,0.0,0,0,227224.0,153771.0,0
2,20,420,3,26440,26230,2644001,2623001,1,2951.0,29900.0,31208.0,29137.0,0.0,34401.0,26147.0,1,1,35505.0,0,0.0,0.0,603.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,2379.0,1473.0,927.0,321.0,0,0,0,0.0,0.0,0,0,30428.0,17614.0,0
2,35,220,1,26410,26260,2641003,2626003,1,2928.0,34826.0,31253.0,30252.0,-1914.0,26726.0,23159.0,1,0,19007.0,1,150.0,154.1,681.0,1,1007.0,751.0,65729.0,47417.0,0.0,0.0,4880.0,11060.0,4168.0,6438.0,3511.0,883.0,0,0,0,0.0,0.0,0,0,17593.0,12780.0,1
2,30,420,2,26230,26260,2623002,2626001,2,3452.0,0.0,36397.0,34324.0,0.0,198244.0,164116.0,0,1,240336.0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10759.0,3818.0,4139.0,3246.0,2514.0,0,0,0,0.0,0.0,1,0,237770.0,125105.0,0
1,25,110,2,26440,26440,2644002,2644001,3,3174.0,25131.0,35193.0,37359.0,-5134.0,203098.0,135408.0,0,1,237857.0,0,0.0,0.0,834.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,747.0,1936.0,1908.0,1914.0,0,0,0,0.0,0.0,0,0,241899.0,175061.0,1
2,20,420,1,26170,26440,2617002,2644002,1,3087.0,0.0,32744.0,34256.0,-1865.0,115146.0,50553.0,0,1,212563.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4486.0,1653.0,1779.0,1298.0,2111.0,0,0,0,0.0,0.0,1,0,221131.0,147109.0,1
1,70,220,5,26260,26440,2626003,2644002,2,3278.0,0.0,37193.0,36021.0,0.0,124908.0,112439.0,0,0,-99999999.0,1,0.0,0.0,823.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13315.0,4103.0,7330.0,4549.0,694.0,0,0,0,0.0,0.0,0,0,1.0,1.0,0
1,25,910,2,26260,26530,2626002,2653001,4,1614.0,14590.0,19571.0,26656.0,-8.0,168692.0,138315.0,1,0,209811.0,1,0.0,5.8,814.0,0,0.0,0.0,0.0,0.0,1294.0,1135.0,220.0,4529.0,2619.0,2562.0,1498.0,880.0,2,1,37,1760.0,778.0,0,0,213748.0,153923.0,1
2,25,420,3,26260,26440,2626001,2644002,3,1639.0,0.0,19222.0,15324.0,0.0,166816.0,99425.0,0,1,207882.0,2,0.0,0.0,651.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436.0,1729.0,1335.0,601.0,451.0,0,0,0,0.0,0.0,0,0,230303.0,115936.0,0
1,25,420,3,26440,26440,2644001,2644002,4,2751.0,0.0,32593.0,24069.0,0.0,82248.0,77409.0,1,1,76680.0,1,34.0,86.2,704.0,1,0.0,0.0,41654.0,25968.0,2795.0,2137.0,5443.0,11188.0,3161.0,5246.0,2928.0,1180.0,0,0,0,0.0,0.0,0,0,81868.0,52321.0,0
1,35,910,3,26440,26410,2644002,2641003,2,2672.0,19568.0,28224.0,26739.0,2549.0,175170.0,100041.0,0,0,194708.0,0,0.0,0.0,602.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5696.0,1596.0,2984.0,812.0,1375.0,0,0,0,0.0,0.0,0,0,-99999999.0,124815.0,2
2,30,220,3,26440,26350,2644001,2635001,4,3177.0,0.0,38693.0,34247.0,0.0,80187.0,48418.0,1,0,69976.0,1,0.0,3.1,431.0,0,0.0,0.0,0.0,0.0,2232.0,1185.0,100.0,7932.0,1479.0,5367.0,2535.0,1178.0,0,0,0,0.0,0.0,0,0,75783.0,40831.0,0
1,25,220,3,26260,26410,2626002,2641001,1,2813.0,0.0,30359.0,25466.0,0.0,114248.0,106944.0,0,1,149420.0,1,0.0,11.2,0.0,0,5605.0,3404.0,0.0,0.0,0.0,0.0,386.0,3908.0,2334.0,1289.0,1015.0,1285.0,0,0,0,0.0,0.0,1,0,140152.0,79170.0,0
2,30,420,1,26440,26320,2644001,2632002,3,3178.0,0.0,35293.0,42455.0,0.0,111303.0,85421.0,0,0,125385.0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8749.0,3175.0,2914.0,2790.0,1661.0,0,0,0,0.0,0.0,1,0,142570.0,77848.0,0
1,35,910,4,26350,26410,2635001,2641001,2,1990.0,0.0,22952.0,19630.0,0.0,58944.0,52080.0,0,0,68673.0,0,0.0,10.1,685.0,0,2109.0,858.0,0.0,0.0,3655.0,1469.0,309.0,9631.0,2144.0,4790.0,1093.0,236.0,0,0,0,0.0,0.0,0,0,72581.0,40762.0,0
1,25,420,1,26320,26320,2632002,2632002,1,2793.0,0.0,34521.0,35735.0,0.0,63209.0,56146.0,0,1,80325.0,0,0.0,0.0,713.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13846.0,1544.0,8595.0,2224.0,60.0,0,0,0,0.0,0.0,0,0,84463.0,57094.0,0
1,55,910,3,26230,26350,2623001,2635002,4,1928.0,0.0,24093.0,17540.0,0.0,377175.0,-99999999.0,0,1,508867.0,0,0.0,0.0,571.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201.0,723.0,3388.0,392.0,173.0,0,0,0,0.0,0.0,0,0,552427.0,409494.0,0
1,25,910,2,26230,26320,2623002,2632001,3,3051.0,36044.0,36811.0,36746.0,0.0,57807.0,31611.0,1,1,56642.0,1,0.0,62.9,844.0,3,31261.0,20775.0,0.0,0.0,4150.0,2392.0,3889.0,7634.0,2342.0,4521.0,2517.0,2600.0,0,0,0,0.0,0.0,0,0,48212.0,31939.0,0
1,25,420,3,26350,26230,2635002,2623002,1,1579.0,14022.0,18883.0,16192.0,0.0,123251.0,106747.0,0,0,142960.0,0,0.0,0.0,651.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7614.0,2348.0,2957.0,2233.0,1489.0,0,0,0,0.0,0.0,0,1,127579.0,81396.0,0
1,60,910,1,26410,26230,2641001,2623003,1,3026.0,0.0,34967.0,34854.0,6103.0,-99999999.0,94502.0,0,0,1.0,1,0.0,8.3,720.0,0,5716.0,2900.0,0.0,0.0,0.0,0.0,243.0,12548.0,1940.0,7573.0,3498.0,409.0,0,0,0,0.0,0.0,0,0,1.0,1.0,1
1,45,220,4,26410,26350,2641001,2635002,3,1845.0,0.0,21829.0,16057.0,80.0,95556.0,67882.0,1,1,75907.0,0,0.0,6.9,615.0,2,0.0,0.0,0.0,0.0,1880.0,1516.0,163.0,3740.0,2377.0,1447.0,678.0,616.0,0,0,0,0.0,0.0,0,0,78362.0,41923.0,1
1,30,420,3,26440,26260,2644001,2626003,3,2551.0,0.0,27522.0,28875.0,-624.0,147693.0,103053.0,1,0,126227.0,0,20.0,115.7,787.0,0,3391.0,2887.0,27703.0,25648.0,4666.0,3318.0,4957.0,11405.0,1480.0,3490.0,607.0,733.0,0,0,0,0.0,0.0,0,0,141262.0,97128.0,2
1,45,420,1,26260,26410,2626003,2641003,1,3382.0,0.0,37332.0,30987.0,0.0,120257.0,48737.0,1,1,121842.0,1,0.0,0.0,664.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15649.0,1887.0,5649.0,5335.0,1775.0,0,0,0,0.0,0.0,0,0,123022.0,89554.0,0
2,30,420,1,26260,26260,2626002,2626003,4,2948.0,0.0,36759.0,32704.0,5987.0,-99999999.0,24902.0,0,0,1.0,0,0.0,0.0,639.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8056.0,1744.0,5537.0,1331.0,905.0,0,0,0,0.0,0.0,0,0,1.0,1.0,1
2,30,420,3,26260,26260,2626002,2626002,3,1730.0,0.0,21554.0,19763.0,869.0,136229.0,100675.0,0,0,168736.0,1,0.0,0.0,807.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8891.0,1632.0,5208.0,1105.0,1649.0,0,0,0,0.0,0.0,0,0,168189.0,88985.0,1
2,45,420,4,26350,26260,2635001,2626003,2,2363.0,0.0,26338.0,24746.0,0.0,71195.0,59586.0,0,0,92793.0,0,0.0,55.4,0.0,1,16549.0,13220.0,0.0,0.0,2511.0,1367.0,1762.0,8751.0,1447.0,3139.0,2680.0,385.0,0,0,0,0.0,0.0,1,0,87657.0,59131.0,0
2,40,910,3,26230,26410,2623003,2641001,1,1824.0,17970.0,20031.0,21540.0,560.0,280520.0,182723.0,1,0,326784.0,1,0.0,12.9,614.0,2,3352.0,2584.0,0.0,0.0,0.0,0.0,304.0,8142.0,1344.0,3454.0,910.0,771.0,2,0,38,648.0,131.0,0,0,344466.0,236472.0,1
1,25,420,4,26440,26230,2644001,2623001,2,1698.0,0.0,18608.0,28980.0,0.0,127705.0,64456.0,0,1,134515.0,2,0.0,8.0,570.0,1,0.0,0.0,0.0,0.0,3032.0,1492.0,249.0,4371.0,1767.0,2855.0,443.0,328.0,3,1,37,786.0,583.0,0,0,139036.0,74449.0,0
1,35,110,4,26230,26320,2623003,2632001,2,2876.0,0.0,32987.0,27693.0,0.0,64855.0,40447.0,1,1,75427.0,0,0.0,0.0,699.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7895.0,4227.0,4622.0,1511.0,1059.0,0,0,0,0.0,0.0,0,0,68400.0,38327.0,0
2,30,220,5,26350,26410,2635001,2641003,1,3164.0,35947.0,34638.0,36207.0,213.0,121221.0,99714.0,1,1,149762.0,0,0.0,14.0,0.0,1,9030.0,3519.0,0.0,0.0,2018.0,1336.0,698.0,9560.0,4143.0,3800.0,1793.0,557.0,0,0,0,0.0,0.0,1,0,143977.0,84227.0,1
1,18,220,5,26440,26440,2644002,2644001,2,3086.0,29503.0,36406.0,30201.0,0.0,56675.0,26056.0,0,0,63831.0,1,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6999.0,2798.0,4835.0,2208.0,256.0,0,0,0,0.0,0.0,1,0,67216.0,39044.0,0
2,65,110,5,26410,26410,2641001,2641002,1,3192.0,34959.0,33994.0,31396.0,-1615.0,115228.0,81594.0,0,1,86708.0,0,0.0,11.2,557.0,4,8238.0,3804.0,0.0,0.0,0.0,0.0,665.0,9793.0,2016.0,5218.0,3416.0,2451.0,0,0,0,0.0,0.0,0,0,98264.0,55905.0,1
1,35,420,4,26440,26230,2644001,2623001,1,2792.0,0.0,29895.0,24706.0,0.0,86213.0,67782.0,0,1,99826.0,0,0.0,10.4,647.0,2,5759.0,3095.0,0.0,0.0,0.0,0.0,470.0,8317.0,3150.0,4323.0,1063.0,1393.0,0,0,0,0.0,0.0,0,1,96703.0,62525.0,0
1,35,420,3,26170,26260,2617001,2626002,1,2622.0,0.0,28983.0,25196.0,695.0,60107.0,37790.0,0,1,108920.0,1,0.0,0.0,692.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806.0,2212.0,2569.0,530.0,1557.0,0,0,0,0.0,0.0,0,0,116178.0,82813.0,1
2,35,420,3,26440,26320,2644001,2632001,2,2103.0,0.0,25351.0,38393.0,0.0,59655.0,43590.0,1,1,57602.0,0,0.0,0.0,627.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481.0,3003.0,6217.0,1996.0,820.0,1,1,30,1660.0,689.0,0,0,56252.0,36376.0,0
2,35,220,4,26410,26110,2641001,2611002,2,2514.0,0.0,28022.0,24970.0,0.0,425475.0,376934.0,1,1,414474.0,1,0.0,6.1,794.0,0,0.0,0.0,0.0,0.0,4115.0,1722.0,262.0,3828.0,3691.0,1552.0,699.0,353.0,0,0,0,0.0,0.0,0,0,399637.0,215861.0,0
2,25,220,1,26110,26260,2611002,2626003,2,1941.0,16600.0,22208.0,22697.0,0.0,104280.0,53918.0,1,1,183095.0,0,0.0,6.9,730.0,1,2696.0,1535.0,0.0,0.0,0.0,0.0,236.0,9079.0,1272.0,2811.0,2695.0,1722.0,0,0,0,0.0,0.0,0,0,190405.0,101928.0,0
1,65,910,4,26500,26350,2650001,2635002,3,2251.0,22962.0,26592.0,-1.0,-2431.0,76188.0,36136.0,1,1,60107.0,1,28.0,70.8,0.0,0,4262.0,2118.0,19193.0,16722.0,0.0,0.0,2260.0,7665.0,1863.0,4294.0,606.0,722.0,0,0,0,0.0,0.0,1,0,68409.0,50741.0,1
1,35,420,3,26410,26260,2641002,2626003,3,2858.0,0.0,34516.0,30854.0,0.0,68669.0,29766.0,0,1,47517.0,1,0.0,10.7,345.0,4,4909.0,1750.0,0.0,0.0,3141.0,1960.0,495.0,9275.0,820.0,4541.0,910.0,2043.0,0,0,0,0.0,0.0,0,0,44978.0,22585.0,0
2,35,910,3,26410,26350,2641003,2635001,1,2723.0,0.0,30264.0,27011.0,0.0,130967.0,104697.0,0,1,116924.0,0,0.0,4.0,0.0,2,0.0,0.0,0.0,0.0,2830.0,1218.0,196.0,12120.0,2295.0,7570.0,1349.0,2187.0,0,0,0,0.0,0.0,1,0,114953.0,84335.0,0
1,30,420,5,26320,26320,2632001,2632002,4,4792.0,0.0,57322.0,57950.0,0.0,67299.0,60252.0,0,0,98450.0,1,0.0,3.5,732.0,0,2428.0,2025.0,0.0,0.0,0.0,0.0,287.0,14825.0,4412.0,9947.0,1108.0,2568.0,0,0,0,0.0,0.0,0,0,85276.0,52556.0,0
2,25,220,4,26410,26320,2641002,2632001,3,1925.0,15069.0,0.0,21175.0,1.0,51186.0,39911.0,0,0,38611.0,0,0.0,0.0,614.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,35,2909.0,305.0,0,0,40111.0,20113.0,1
1,20,420,5,26440,26320,2644001,2632001,2,2719.0,30833.0,32054.0,33214.0,2982.0,96814.0,90719.0,1,0,96265.0,0,23.0,68.6,689.0,1,0.0,0.0,26238.0,21997.0,0.0,0.0,3221.0,4977.0,2333.0,2678.0,1018.0,658.0,0,0,0,0.0,0.0,0,0,92667.0,51997.0,1
2,30,910,5,26350,26440,2635001,2644002,1,1875.0,20952.0,21378.0,28128.0,-464.0,96377.0,76086.0,1,0,113451.0,1,15.0,79.5,621.0,2,0.0,0.0,19033.0,17002.0,0.0,0.0,1386.0,7284.0,1610.0,4039.0,2309.0,86.0,0,0,0,0.0,0.0,0,0,100507.0,65735.0,2
2,25,910,5,26350,26320,2635001,2632002,4,2548.0,0.0,31476.0,33434.0,0.0,76863.0,42941.0,0,0,87442.0,1,0.0,0.0,680.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12325.0,1976.0,4084.0,3657.0,183.0,0,0,0,0.0,0.0,0,0,90584.0,49989.0,0
1,35,420,2,26410,26320,2641001,2632001,3,2574.0,27062.0,32083.0,39590.0,-2875.0,57828.0,31260.0,0,0,40487.0,1,0.0,4.3,832.0,2,2270.0,1375.0,0.0,0.0,0.0,0.0,118.0,8938.0,1073.0,3979.0,964.0,1721.0,0,0,0,0.0,0.0,0,0,42674.0,31188.0,1
2,50,910,1,26350,26320,2635001,2632002,2,3349.0,0.0,40350.0,49549.0,0.0,78074.0,59857.0,0,1,81350.0,1,0.0,0.0,752.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8025.0,3973.0,4518.0,748.0,2970.0,0,0,0,0.0,0.0,0,0,72164.0,36639.0,0
1,25,220,2,26230,26440,2623003,2644001,1,2508.0,0.0,30926.0,29524.0,-874.0,74475.0,57472.0,0,1,96346.0,0,0.0,0.0,482.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13276.0,1468.0,6781.0,3101.0,1876.0,0,0,0,0.0,0.0,0,0,99221.0,58005.0,2
1,25,420,4,26320,26230,2632001,2623003,1,2676.0,0.0,28829.0,25970.0,-4176.0,68527.0,47153.0,0,1,76766.0,1,0.0,14.3,434.0,2,5418.0,4122.0,0.0,0.0,0.0,0.0,743.0,9407.0,2528.0,5775.0,1400.0,710.0,0,0,0,0.0,0.0,0,0,84689.0,49660.0,1
2,35,910,5,26260,26230,2626003,2623002,2,2520.0,24623.0,29758.0,29026.0,1766.0,116530.0,80381.0,0,0,135566.0,1,0.0,20.5,708.0,1,6915.0,6114.0,0.0,0.0,0.0,0.0,816.0,8651.0,3569.0,3005.0,1745.0,270.0,0,0,0,0.0,0.0,0,0,137253.0,92702.0,1
2,25,910,5,26440,26440,2644002,2644002,1,1889.0,14125.0,20584.0,21550.0,2878.0,375396.0,236181.0,0,1,391658.0,0,0.0,49.7,802.0,0,12573.0,10229.0,0.0,0.0,0.0,0.0,1948.0,7765.0,2375.0,4307.0,2058.0,335.0,0,0,0,0.0,0.0,0,0,426505.0,318421.0,1
1,55,420,4,26350,26260,2635001,2626003,1,2376.0,0.0,26264.0,29580.0,0.0,219489.0,130038.0,0,1,297023.0,0,0.0,0.0,434.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5698.0,899.0,3622.0,1821.0,1802.0,0,0,0,0.0,0.0,0,0,296345.0,218535.0,0
1,30,420,4,26230,26230,2623001,2623003,2,2552.0,0.0,29464.0,29991.0,4606.0,316523.0,236990.0,0,0,432584.0,0,0.0,0.0,623.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10540.0,2201.0,5959.0,1118.0,590.0,2,0,35,1759.0,189.0,0,0,397843.0,240586.0,1
1,20,420,5,26260,26320,2626003,2632001,1,2848.0,25722.0,34130.0,37643.0,0.0,70220.0,56958.0,0,1,90875.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7602.0,4231.0,2515.0,539.0,1483.0,0,0,0,0.0,0.0,1,0,81453.0,53701.0,0
2,25,420,4,26230,26260,2623003,2626002,2,3163.0,0.0,37776.0,37014.0,0.0,269632.0,228479.0,0,0,317719.0,1,0.0,0.0,615.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7189.0,790.0,4063.0,850.0,3006.0,1,0,28,3031.0,3689.0,0,0,292015.0,213075.0,0
2,60,910,1,26230,26410,2623001,2641001,4,2648.0,21196.0,32409.0,40422.0,0.0,113138.0,64411.0,1,0,109457.0,0,28.0,94.4,978.0,1,0.0,0.0,43793.0,30578.0,0.0,0.0,4562.0,5880.0,1270.0,3764.0,1271.0,2590.0,0,0,0,0.0,0.0,0,0,114102.0,78446.0,0
